message,label,transformed_Message
@Flawless326 Why did my baby have to eat 3 prunes today and now he finally went ! My poor baby ,1,babi eat prune today final went poor babi
I'am bored. Nothing to do! ,1,iam bore noth
morning all - 1st appointment of the day - the dentist ! ,1,morn st appoint day dentist
"@amyserrata he wrote most of the album, but ironically, the singles he did not write ",1,wrote album iron singl write
Someone PLEASE take Gossip Girl away from me. I'm addicted ,1,someon pleas take gossip girl away im addict
good night swetdreamss to everyonee   and jared never chat in kyte puff ,1,good night swetdreamss everyone jare never chat kyte puff
Horrible sore throat  hurts,1,horribl sore throat hurt
"Time to get dressed, I suppose...gah another workday ",1,time get dress suppos gah anoth workday
"Not to self: licking off pudding from a seafood fork, not so enjoyable as slowly licking off of a spoon ",1,self lick pud seafood fork enjoy slowli lick spoon
All ready to go to the premier and just realized how under dressed I am ,1,readi go premier realiz dress
It just makes me happy! over and over again. I wish I wan't afraid to fly  http://tinyurl.com/64skpp,1,make happi wish want afraid fli
@Eyrro awwwww bummerr...sorry missed it again ,1,awwwww bummerr sorri miss
Waking up to the sound of jackhammers is not a pleasant way to start the day. ,1,wake sound jackhamm pleasant way start day
@almostcool i'm off now ,1,im
"@jon8737 that just totally made my night, LMAO. They were like screaming at me and I couldn't focus on the 900 mph song ",1,total made night lmao like scream couldnt focu mph song
Nevada is really long and the gas pumps are down   But on a good note I just won $5 in a slot machine!!  I love to gamble!!!,0,nevada realli long ga pump good note slot machin love gambl
@amirrabennett nope. baby's due in 5th may! getting closer but still 1001 things not done ,1,nope babi due th may get closer still thing done
headache ,1,headach
is still effinggggg sick  when will i get better?! ughh,0,still effinggggg sick get better ughh
Still in bed and don�t want to do anything else. University is callung too loud ,1,still bed want anyth els univers callung loud
seattle is in tents! i miss my T.O. peepz tho ,1,seattl tent miss peepz tho
It just makes me happy! over and over again! I just wish I wasn't afraid to fly  http://tinyurl.com/64skpp,1,make happi wish wasnt afraid fli
Errrggggg! My tummy hurts. ,1,errrggggg tummi hurt
"thought it would be interesting to get F1 updates from Twitter, slightly regretting the decision, I can't see anyone elses's updates ",1,thought would interest get f updat twitter slightli regret decis cant see anyon el updat
ripped switcheasy colors ,1,rip switcheasi color
We failed that song ,0,fail song
 poor mel. Feeling your pain.,0,poor mel feel pain
Ugh. still working on project  just taking a small break,1,ugh still work project take small break
The one day I have to go to school is the same day something exciting happens at parliament square ,1,one day go school day someth excit happen parliament squar
@watko Shockingly not! ,1,shockingli
"Today was a less interesting day on Twitter. @cboyack , @igeldard , and @iidiocracy were all kind of quiet today ",1,today le interest day twitter kind quiet today
@CourtneyBrwn awww thanks.. i hate being sick ,0,awww thank hate sick
VIP guests today -________-&quot;   blohheeee       I HATE it ,0,vip guest today quot blohheee hate
Up early ,1,earli
WHAT THE FUCK YOUKU  I WANT TO WATCH SKINS.,1,fuck youku want watch skin
i forgot my phone in my car but i'm too scared to go outside and get it. ,1,forgot phone car im scare go outsid get
I totally forgot we were going to do fisheye 2night   What u doing Thursday....  Btw.... I'm so late with the hills... LOL,1,total forgot go fishey night u thursday btw im late hill lol
totally shocked by the episode of house this eveing  Lost one of my favorite characters.,1,total shock episod hous eve lost one favorit charact
@offbytwo seeing a doctor i hope? ,1,see doctor hope
didn't pass the first part of the CSET  I missed it by 5 effing points!,1,didnt pa first part cset miss ef point
"@KevinPeterson the 2G cases were like that. But scratches don't void your warrenty, dents do... As I found out ",1,g case like scratch dont void warrenti dent found
"I have chapped lips, boo ",1,chap lip boo
@ryleebeth ye im not  very sad...but weirdly enough shes lettin me go 2 da party?? how confusing parents r?? lol,1,ye im sad weirdli enough she lettin go da parti confus parent r lol
@Kimboinlimbo no chance of that coming back when it'd be 20 mins faster than the Javelins though ,1,chanc come back itd min faster javelin though
bored and lonely ,1,bore lone
Back to classic rainy Amsterdam days ,1,back classic raini amsterdam day
feels like crying that's how sick i feel ,0,feel like cri that sick feel
@Horrors_Wench Me toooooo! I feel like I've been on the verge of an anxiety attack all day.  ,0,toooooo feel like ive verg anxieti attack day
"I woke up an hour ago ... Now I'm having a hard time going back to bed  in Lakewood, CA http://loopt.us/rywlHQ",1,woke hour ago im hard time go back bed lakewood ca
Going to sleep with lily and rocki &lt;3 Johnathon is too busy watching batman movies  http://twitpic.com/2y4j5,1,go sleep lili rocki lt johnathon busi watch batman movi
@gaspitsnicole sigh me too  mostly i midd hsnging out with my friends damn growing up : p,1,sigh mostli midd hsnging friend damn grow p
@mrskutcher *lol i wish i only had bad sync. in germany right now where the subtitles dont work at all.  lol,1,lol wish bad sync germani right subtitl dont work lol
@AlyssaSpears I'm sorry.   Maybe walking around all goofy at the store would help...HINT HINT! &lt;3,1,im sorri mayb walk around goofi store would help hint hint lt
@Contempted Did the heroics ever go through! If not sorry! ,1,heroic ever go sorri
im so tired this morning and there was only cold shower water!not happy ,1,im tire morn cold shower water happi
"haha I've been with my grandma for 2 days. even she's about 5 houses away, I'll still miss her ",1,haha ive grandma day even she hous away ill still miss
clearing my desk... ,1,clear desk
w/ every person there. I didn't get a pic  my phone died but he signed my shirt so amazing words cannot describe should've skipped mel lol,1,w everi person didnt get pic phone die sign shirt amaz word cannot describ shouldv skip mel lol
is crying inside. Please oh please let it rain  so warm.,1,cri insid pleas oh pleas let rain warm
"packing my overnight bag for tomorrow, going to the hospital ",1,pack overnight bag tomorrow go hospit
@gaspitsnicole sigh me too  mostly i miss hsnging out with my friends damn growing up : p oh yeah i miss being able to spell too lol,1,sigh mostli miss hsnging friend damn grow p oh yeah miss abl spell lol
@Glavas lol.  U read my bio but spelt my name wrong           DARYLO ... Ahem ;),1,lol u read bio spelt name wrong darylo ahem
"Guten Morgen. Up and off to get ready to go to Phantasialand, Cologne. Yay! But booooo, last park of holiday ",1,guten morgen get readi go phantasialand cologn yay booooo last park holiday
@la_discoteca  i just saw this im sorry ,1,saw im sorri
: @nikicheong just reminded me that #KrispyKreme http://www.krispykreme.com.my/ has landed in Msia and has an ugly website ,1,remind krispykrem land msia ugli websit
@guykawasaki  That's so sad for the goats.   Wa-ah-ah-ah-ah-ah!,1,that sad goat waahahahahah
watching the roadworks develop outside the office that'll make me late for the next 10 weeks  #fb,1,watch roadwork develop outsid offic thatll make late next week fb
at work  w asma3 nawal in fe obeerate alwatan TV,1,work w asma nawal fe obeer alwatan tv
I wish i could go 2 bed with out having 2 take an allergy pill. ,1,wish could go bed take allergi pill
@khqrightnow I heard them making announcements trying to find them. The mother looked so worried. ,1,heard make announc tri find mother look worri
I have to work alone on Saturday    ...anyone wanna come keep me company? COUGH COUGH.,1,work alon saturday anyon wanna come keep compani cough cough
ok... maybe i'll sleep for an hour or two. Then I MUST rise to work on my thesis ,1,ok mayb ill sleep hour two must rise work thesi
goodd nightt  sweet dreams to everyonee   jared neveerr chat on kyte   lol,1,goodd nightt sweet dream everyone jare neveerr chat kyte lol
"@TiffinyHogg I heard Timewarp was fantastic! Gutted I missed it, was playing @ egg ",1,heard timewarp fantast gut miss play egg
"Wishing it wasn't 245 in the morning.  sleeping is awesome, work is not, and I need to scrub my apt!",1,wish wasnt morn sleep awesom work need scrub apt
"@eileenb I had that a while back (http://tinyurl.com/dmukpr), and I know some other people that have too ",1,back know peopl
@baf03 hi steven! man it's only been a week and i'm ALREADY behind on school work ,1,hi steven man week im alreadi behind school work
@Weebeedee run was great thanks. Is very windy today so bike ride not an option this morning ,1,run great thank windi today bike ride option morn
@aniita_0517 Yes i did. That's a sad topic for me! haha... I am not going to the concert... It's very far and probably very expensive  ,1,ye that sad topic haha go concert far probabl expens
couple of mt texts didn't arrive here ,1,coupl mt text didnt arriv
"decided to rejoin aerobics cos I know I won't exercise if i don't. after paying for it, i only have RM3 left in my bag ",1,decid rejoin aerob co know wont exercis dont pay rm left bag
@ientje89 aw i'm fine too thanks! yeah i miss you so much on the MFC  but hope we can talk later on today  kisses :huglove:,1,aw im fine thank yeah miss much mfc hope talk later today kiss huglov
@hartym looks interesting but lot of 500 errors on the documentation website ,1,look interest lot error document websit
@Kal_Penn You were my favorite.  You did an excellent job.,1,favorit excel job
This breaks my heart Navy Seal Marcus Luttrell's doggy  http://www.rightpundits.com/?p=3669 I am filled with rage.,1,break heart navi seal marcu luttrel doggi fill rage
argh ive eaton so so much today ,1,argh ive eaton much today
zurich does not have smelly bags anymore ,1,zurich smelli bag anymor
"in the university, in the classroom, on the computer... shit my day is boring ",1,univers classroom comput shit day bore
I want to get back in bed ,1,want get back bed
@fanofbsb4ever Sorry you missed it ,1,sorri miss
Worst burn of my life! so sick ,0,worst burn life sick
"@PriscillaCruz So funny because I watched 'Only The Strong' today, what are the chances? I miss Capoeira   Zoom Zoom!",1,funni watch strong today chanc miss capoeira zoom zoom
It's official! I'm going to have an educational summer. Owh God. Bless me ,1,offici im go educ summer owh god bless
@avisionofbeauty your phone doesn't like it  sorry,1,phone doesnt like sorri
too much to do  not enough motivation ,1,much enough motiv
@missoliviaa nooo brat. to the west coast hahaa quite making me sad ,1,nooo brat west coast hahaa quit make sad
"oh everyone is going to sleep, how much i wish i could  its only 4.45pm, and im @ work!",1,oh everyon go sleep much wish could pm im work
"One thing I hate about dozing off in lects, I wake up to a sheaf of wet and badly smudged notes. ",0,one thing hate doze lect wake sheaf wet badli smudg note
Sleepy head.. chances of actually sleeping? Slim to FUCKING NONE! ,1,sleepi head chanc actual sleep slim fuck none
Where has all my money gone?! ,1,money gone
Now I'm down to 10% battery! ,1,im batteri
@KristenjStewart just watched the trailer for adventureland on itunes looks so funny!! pity i don't think we get it in Australia ,1,watch trailer adventureland itun look funni piti dont think get australia
"I'm so tired, have to get up and go in to school during holidays for the 3rd time  xxx",1,im tire get go school holiday rd time xxx
"OMG, more than 360 people is the death toll in Italy ",0,omg peopl death toll itali
@ThisismyiQ layin down...i dont feel well ,1,layin dont feel well
@SCC_Skwerl Aww how depressing! ,1,aww depress
@TheBlondeTheory  ditch in another parish. Some really sick people in this world. ,0,ditch anoth parish realli sick peopl world
"Yo jimo i cant talk on aim anymore, its glitching  ill cya later and i hope u see this",1,yo jimo cant talk aim anymor glitch ill cya later hope u see
I just gave an msu fan a car rental discount.. He looked so sad I just couldn't turn him away.. ,1,gave msu fan car rental discount look sad couldnt turn away
"ordered a pita...it NEVR came! why they say the fax machine broke and the driver left, what about my empty BELLY ",1,order pita nevr came say fax machin broke driver left empti belli
Britney was fucking amazing!! After we just went back to the hotel...I hate travelling with cheapos. ,0,britney fuck amaz went back hotel hate travel cheapo
"@powerpoole some people try to be tricky, some stop using twitter at all  i guess it's as good as it gets! i had to try.",1,peopl tri tricki stop use twitter guess good get tri
@dra6on now I am sad cos u r sad ,1,sad co u r sad
@gotobekiddingme I tried.....and failed ,0,tri fail
@ditty003 I'm looking at mine And I can't even get to it... School work sucks...atleast when u get home that's it  LOL,1,im look mine cant even get school work suck atleast u get home that lol
AC/DC rocked last night. Back to reality today.  70000 people without homes and &gt;150 dead in Italy ,0,ac dc rock last night back realiti today peopl without home gt dead itali
"@heatherlibby  Oh well, she seems like trouble. Christian Slater is trying to kill her at the moment.",1,oh well seem like troubl christian slater tri kill moment
Hoping I can get some decent sleep tonight since I didn't get any worth shittt last night  Goodnight World! XOXO,1,hope get decent sleep tonight sinc didnt get worth shittt last night goodnight world xoxo
i want diana F+. it looks great... ,1,want diana f look great
i've got one of those spots that doesn't really show yet but hurts like hell and will no doubt be a beauty tomorrow ,0,ive got one spot doesnt realli show yet hurt like hell doubt beauti tomorrow
@ekim1406 hehehe too bad they were separated ,1,heheh bad separ
Babe aint callin ,1,babe aint callin
"@Hetty4Christ heh, yeah, I shakily conquered the ladder. Pointless job, tho. We're too far away to receive digital signal w/ antenna. ",1,heh yeah shakili conquer ladder pointless job tho far away receiv digit signal w antenna
"Good morning, hope everyone is feeling better than me.... this cold has really got hold now ",1,good morn hope everyon feel better cold realli got hold
"Train rammed, fellow commuters vile . Special derision reserved for the man who appeared out of nowhere to claim 'his' seat. Luggage rack ",1,train ram fellow commut vile special deris reserv man appear nowher claim seat luggag rack
@Kal_Penn I will miss you on the show... you were awesome!  What a shock!!  ,1,miss show awesom shock
talking to a boy  hating work though ,1,talk boy hate work though
someone keep me up....im at work ,1,someon keep im work
@LarrissaR please don't leave. stay for grant's bday ,1,pleas dont leav stay grant bday
@DanielCalderonL yeaah I hate that! ,0,yeaah hate
@pmelt the only bad thing about aids is you can only catch it once  Id want to inflict more pain on the deadshits of this world.,0,bad thing aid catch id want inflict pain deadshit world
@childhoodflames whats wrong! ,1,what wrong
"Off to bed now, sick n can't sleep but will try w/ help of meds :s ",0,bed sick n cant sleep tri w help med
Blip.fm is down...I'm going back to normal tweeting for a while. ,1,blip fm im go back normal tweet
@Lilylauren I get sad when ppl shave their moustaches  I don't know if I'd cry about it tho,1,get sad ppl shave moustach dont know id cri tho
Oh my gosh... Oh my gosh...Susy is going to kill me with her remedy. ,1,oh gosh oh gosh susi go kill remedi
Finally going to sleep and waking up early to study ,1,final go sleep wake earli studi
I miss my friends from elementary and middle school ,1,miss friend elementari middl school
"@cyantificNHS Balls  Although without the tunes, it's just a holiday then ;-)",1,ball although without tune holiday
chick corea was tonight...and I missed it  ...now she sobs,1,chick corea tonight miss sob
I'm going to love this season of the hills... I can tell!  Spartans sucked.    Goodnight!!,1,im go love season hill tell spartan suck goodnight
needs to study for quant and do legal process assessment for 2moro ,1,need studi quant legal process assess moro
"@itsangie i canceled it, with plane tickets, hotel stay and tickets.. it was close to $400 if we eat cheaply.   man i soooo want to see O!",0,cancel plane ticket hotel stay ticket close eat cheapli man soooo want see
"@polaroidskyline that sounds fair horrible.  i was going to repeat myself, but i guess the text I just sent you would do it better. whee.",1,sound fair horribl go repeat guess text sent would better whee
"@bivancamp aw, that suuuucks  Sorry dear!",1,aw suuuuck sorri dear
@NeYawn Yeah! Interview... Don't know even when it is... ,1,yeah interview dont know even
"@LFTA So ur just gonna delete me like that...Y do I feel like &quot;Tom Cruise&quot; on Jerry Maguire when he got fired right now, yo.  LOL!",0,ur gonna delet like feel like quot tom cruis quot jerri maguir got fire right yo lol
had the worst dream abt some turd face i used to date... ugh. it was awful. ,1,worst dream abt turd face use date ugh aw
@shresthayash  ouch I can just imagine a toothpic in the eye or something ,1,ouch imagin toothpic eye someth
uh...I feel so lonely  I wish my BFFWIAMC (Best Friend Forever Who Is Also My Cousin) has a Twitter,1,uh feel lone wish bffwiamc best friend forev also cousin twitter
Why do people keep following me and then randomly stop?  It makes me sad!,1,peopl keep follow randomli stop make sad
Still feeling bleh... Spew burps and all ,1,still feel bleh spew burp
hot deadline... ,0,hot deadlin
"has to return the shirt she bought from Topshop bc she has $50 in her bank account that has to last her the rest of the month, life sucks ",1,return shirt bought topshop bc bank account last rest month life suck
woke up at 6am  far too early...more coffee then,1,woke far earli coffe
is tooooooooo cold. ,1,tooooooooo cold
Why is it raining tomorrow night after it was sooo nice today?!  Guess I should be thankful that I was able to enjoy it at least.,1,rain tomorrow night sooo nice today guess thank abl enjoy least
Michael Crichton ,1,michael crichton
CURSE MY SLOW INTERNET. I miss YouTube ,1,curs slow internet miss youtub
feels a headache coming on! ,1,feel headach come
@gordonchiu You're one letter alway!    Koreans don't use &quot;X&quot; so there's no hope for me. ,1,your one letter alway korean dont use quot x quot there hope
Working on the Holy Week ,1,work holi week
@marnieblaze haha nope. i guess nothing is original these days ,1,haha nope guess noth origin day
"Lots of revision to do tonight too for my final assessments. More assessments today as well, 90% pass mark is harsh ",1,lot revis tonight final assess assess today well pa mark harsh
all thats stapling chipped my nails ,1,that stapl chip nail
 is cold,1,cold
@PaulTeeter we passed by the border ,0,pass border
"Chewie update. OCD in left legs fixed, but possible OCD in Right leg as well, and worse still hip dysplasia in both hips  Not good...",1,chewi updat ocd left leg fix possibl ocd right leg well wors still hip dysplasia hip good
Just got back from the hospital. BF's nephew might have meningitis ,1,got back hospit bf nephew might mening
Chi?u nay h?p chu?n b? t? ch?c m?y s? ki?n ? tr??ng ! Bao nhi�u vi?c ,1,chi u nay h p chu n b ch c ki n tr ng bao nhi u vi c
is coldd ,1,coldd
Please watch this vid and tell me if you are not moved  http://www.youtube.com/watch?v=EUJSME0TORw,1,pleas watch vid tell move
Boo another day at work  but only 3 to go then 3 days off ; ),1,boo anoth day work go day
driving to schiphol. apperantly I am not the only one. Stuck around aalsmeer ,0,drive schiphol apperantli one stuck around aalsmeer
Not anymore  how does Daisy manage to take up 75% of the bed?,1,anymor daisi manag take bed
@garretjiroux do u write back on twitter? i miss ya garee...  x,1,u write back twitter miss ya gare x
"Getting changed in the hopes that, that means we can go to the store now!  Poor cat is out of food...oops. ",1,get chang hope mean go store poor cat food oop
I'm in pain ,0,im pain
"@nicolerichie: Haha. Yeah, they were that band from MMC! I used to have a CD, but I lost it. ",1,haha yeah band mmc use cd lost
i miss my bcd friends ,1,miss bcd friend
@oliyoung But that requires assembly! Assembly is completely overrated tonight. This is harder than I thought ,1,requir assembl assembl complet overr tonight harder thought
On a diet.... Woke up 2day Hungry ,1,diet woke day hungri
@JBeauty oooh *heads high killin 'em wit da no* lol didn't think so..  but u don't really know me yet I'm a good tucker inner haha,1,oooh head high killin em wit da lol didnt think u dont realli know yet im good tucker inner haha
I hate cooking dinner ,0,hate cook dinner
@maikeru76 you aren't connected with me back...so I can't DM you...  ,1,arent connect back cant dm
My compassion to the people in italy! My mother is calling with our relatives in Italy right now  ,1,compass peopl itali mother call rel itali right
"@riskyrevenge Wait, what? Sick? ",0,wait sick
@oishiieats did they play polite dance song?? only my fav. please dont say they did. or course they did.   damn me!,1,play polit danc song fav pleas dont say cours damn
I need to find a battery for an Elinchrom Ranger.  Nobody in Canada has any in stock ,1,need find batteri elinchrom ranger nobodi canada stock
So now it's just a wait &amp; see game. I fall asleep &amp; it might or might not be there when I wake. ,1,wait amp see game fall asleep amp might might wake
Off to London today ,1,london today
Smile like you mean it. Wow. This song brings back memories. Still can't sleep. ,1,smile like mean wow song bring back memori still cant sleep
@muzocan we should talk about this australia issue.. ,1,talk australia issu
"I was woken up from a deep sleep just to be let go for Mad Max.  Not happy. And now, i can not sleep! ",1,woken deep sleep let go mad max happi sleep
"Sorry, was getting ready.  Going to leave at 8am today.",1,sorri get readi go leav today
Got a speeding ticket ,1,got speed ticket
@kristensaywhaa he is an ass. .. .. .. hM ..  did you watch the first episodeee? i freakin missed it ,1,as hm watch first episodee freakin miss
@scarletjac but not good for me close to my current challenge ,1,good close current challeng
"But the international font looks ugly. Going back to original font. After all, who'd tweet in malayalam ",1,intern font look ugli go back origin font whod tweet malayalam
doing some business studies revision ,1,busi studi revis
misses David actually ,1,miss david actual
http://community.livejournal.com/ohnotheydidnt/33907252.html How freakin cool is that? Why doesnt shit like that happen to me? ,1,freakin cool doesnt shit like happen
I can't believe it. I got my answer and didn't have to ask the question.  This feels awful.,1,cant believ got answer didnt ask question feel aw
Won't be tweeting much tonight   Maybe all tweets will come out in form of Tweet vomit later at about 1 in the morning.,1,wont tweet much tonight mayb tweet come form tweet vomit later morn
I think I need to get laid. Sad revolution I had earlier rofl  http://twurl.nl/ibz2wb,1,think need get laid sad revolut earlier rofl
Txt-Chat with Jake. Lmfao. Its Frikkin Awesome! I Miss This Effin Boy So Much.  Awww. Hoping You Guys Would Come Back Here Na! ) xxxx,1,txtchat jake lmfao frikkin awesom miss effin boy much awww hope guy would come back na xxxx
@ItsDawns Thank @rmilana don't like it  hehe but it's very easy and well I'm just a Danish Dude,1,thank dont like hehe easi well im danish dude
"@Craftysince1990 Lol, that's sweet! I bought tickets last year &amp;&amp; my PartnerInCrime flaked so I didn't end up going  but this, FOR SURE!",0,lol that sweet bought ticket last year amp amp partnerincrim flake didnt end go sure
@razzberrie wha so now its 4GB! yay! haha no more laggy computers! but my mba cannot upgrade ,1,wha gb yay haha laggi comput mba cannot upgrad
@defsound aawwwww i know what u mean. iv never been that girl with a sense of humor ,1,aawwwww know u mean iv never girl sens humor
@zaibatsu ME...I'm up.  ,1,im
was super lucky to get a seat on the train. We pay �40 for this 25 min journey. ,1,super lucki get seat train pay min journey
@Coyoteontherun Bet I-  Oh wait Mac?  No prolly not. ,1,bet oh wait mac prolli
"My navel piercing tore a bit when I was forcing my dog into the bed of my truck.  MY FAULT, I know.    It looks to be healing.  Yay!",1,navel pierc tore bit forc dog bed truck fault know look heal yay
"wow! i got sick out of nowhere  and now i cant think straight....and mtv hasnt posted the hills online, wtf!",0,wow got sick nowher cant think straight mtv hasnt post hill onlin wtf
Just woke up. Apples gig was ace last night. Seriously tired now. Work begins in one hour... ,1,woke appl gig ace last night serious tire work begin one hour
"Today's episode of &quot;House&quot; (Episode, Simple Explanation) was so heartbreaking. ",0,today episod quot hous quot episod simpl explan heartbreak
I'm frankly disappointed and offended that there is a blogger writing AGAINST FU Penguin ,1,im frankli disappoint offend blogger write fu penguin
@tpaw wooo yeah! Sorry to hear you missed out on Origin tickets ,1,wooo yeah sorri hear miss origin ticket
Gooood mooorning world. I had a dream last night I fucked my knee again  Def need to kick start my strengthening ready for Bournemouth 7s!,1,gooood mooorn world dream last night fuck knee def need kick start strengthen readi bournemouth
I need some selsun blue...pretty sure i have a small spot of haole rot ,1,need selsun blue pretti sure small spot haol rot
I think im coming down with something. ,1,think im come someth
re newing my twitter ,1,new twitter
@lindseyviloria about that... I am gonna be in mexico ,1,gonna mexico
@sweetlyaroundme ps I woke up this morning and I cant access any websites!  or I havent cleaned my computer completely,1,p woke morn cant access websit havent clean comput complet
"Hates hearing his girl being ill, nothing I can do though ",0,hate hear girl ill noth though
"@SteveDiamond I know they have trouble, but I never heard a thing. I had MANY recommendations from MrTweet. ",1,know troubl never heard thing mani recommend mrtweet
@ScarlettDane no  mary &amp; i were going to go dress shopping tomorrow.,1,mari amp go go dress shop tomorrow
@NoelClarke Good morning you. Stop ignoring me just cos i said i like *cough* Take That  Am very sad now..boo hoo!,1,good morn stop ignor co said like cough take sad boo hoo
Feeling light headed and gross ,1,feel light head gross
thanks chaffie... thousand apologies. please fogive me 4 i have sinned. ,1,thank chaffi thousand apolog pleas fogiv sin
"@ItsChelseaStaub Goodnight, Chels. And sorry about the major layout-delay.  &lt;3",0,goodnight chel sorri major layoutdelay lt
"@Coll_aka_Aubrey Oh, you were joking? Well now I'm crushed! I was totally gonna stand in the middle of a field and wave my arms! ",0,oh joke well im crush total gonna stand middl field wave arm
Is waitin for th break down service as somethin fallen of my car. I've got my hot water bottle with me. Feel such a twat ,1,waitin th break servic somethin fallen car ive got hot water bottl feel twat
@HolyJaw all in the middle if the night. I've committed myself to installing windows 7 with boot camp but I'm already having issues ,1,middl night ive commit instal window boot camp im alreadi issu
"@RedGray Ah man- so sad, his cousin committed suicide yest and she was 8 months pregnant  - can you imagine... we been crying non stop... ",0,ah man sad cousin commit suicid yest month pregnant imagin cri non stop
damn its down. ,1,damn
Megan equals Murder. ,0,megan equal murder
poor Sandra Cantu. My heart goes out to her family and friends. Rest in Peace Little One! ,1,poor sandra cantu heart go famili friend rest peac littl one
morning all. v. groggy this morning.... ,1,morn v groggi morn
I feel soooo bad for my doglet!  She is not understanding why her mouth is so sore!  Poor little thing ,1,feel soooo bad doglet understand mouth sore poor littl thing
Why oh why do I watch videos of people dying RIGHT BEFORE I'm going to sleep? ,1,oh watch video peopl die right im go sleep
why luke worral doesnt have twitter? ,1,luke worral doesnt twitter
@Dynoisthename haha you better watch those two. They might actually kill each other. ,1,haha better watch two might actual kill
twitter is a lot less interesting since cute people suddenly stopped flirting with me ,1,twitter lot le interest sinc cute peopl suddenli stop flirt
My stomach is feeling satisfied now......been starving for 2 hours. ,1,stomach feel satisfi starv hour
is very disappointed. ,1,disappoint
"I nearly spoiled myself for House, did just a teeny bit, saw a name, but then it went away via link.  I won't be terribly surprised now.  ",1,nearli spoil hous teeni bit saw name went away via link wont terribl surpris
@kittCAT8 ya i was basically screwed. just rewrote it  i will seriously go with you if you want! i dont know anyone else who wants to goo!,1,ya basic screw rewrot serious go want dont know anyon els want goo
@LRon_Jaii LMAOOO mornin baybeeee. Don't lie?! A peaceful journey?! My train is straight boring  not even a hooded teef in sight.,1,lmaooo mornin baybeee dont lie peac journey train straight bore even hood teef sight
I wish I had someone to talk to. I'm so upset.  no one likes me anyway,1,wish someon talk im upset one like anyway
